climaticZone,planetSection,temperatureSecondHalfPlanetRotation,temperatureFirstHalfPlanetRotation,mineralDensity,geoZone,longitude,rockSize,waterStreamDistanceY,cover,magmaConcentrationDistance,waterStreamDistanceX,detectionDepth,mineralType,id
7,Mordor,31.9,106.3,2368.76,7,196.4,1,32.65,3,CLOSE,487.96,33.11,7,2137
4,Hyrule,31.9,98.0,14021.03,7,27.47,3,183.37,4,VERY_CLOSE,902.59,22.21,6,2138
7,Mordor,30.5,115.2,4261.76,7,235.9,1,16.67,3,FAR,451.71,30.91,1,2139
7,Tatoooine,30.9,105.1,5060.09,7,211.24,1,24.3,2,CLOSE,1132.1,27.55,5,2140
8,Tatoooine,30.1,109.0,-999.0,7,226.55,1,18.98,3,CLOSE,401.07,32.88,7,2141
2,Tatoooine,38.8,107.2,14887.91,7,270.03,3,61.34,4,VERY_CLOSE,510.51,26.35,2,2142
2,Hyrule,39.8,103.4,11206.44,7,334.04,3,0.0,4,VERY_CLOSE,1280.93,20.7,6,2143
4,Tatoooine,29.5,102.9,3971.2,7,157.68,3,132.75,4,CLOSE,1562.16,28.17,2,2144
7,Tatoooine,36.3,112.1,-999.0,1,333.74,0,6.3,0,VERY_CLOSE,101.16,30.82,2,2145
2,Hyrule,25.4,109.8,-999.0,7,201.71,3,34.27,4,VERY_CLOSE,924.29,22.82,4,2146
4,Hyrule,21.5,94.5,9961.27,7,99.43,3,0.0,4,VERY_CLOSE,0.0,22.96,4,2147
2,Hyrule,34.4,115.5,9433.95,7,257.84,3,10.43,4,VERY_CLOSE,1196.13,23.22,4,2148
4,Tatoooine,32.3,108.3,5718.0,7,255.6,3,-14.96,4,VERY_CLOSE,99.28,25.42,6,2149
7,Tatoooine,29.1,106.2,4533.77,7,142.39,1,51.7,3,CLOSE,1564.09,33.81,7,2150
8,Mordor,33.0,108.5,4005.13,7,24.76,1,25.72,3,CLOSE,992.48,33.82,7,2151
4,Hyrule,28.9,102.1,7464.73,7,67.05,3,21.36,4,VERY_CLOSE,297.92,20.71,6,2152
6,Tatoooine,28.9,105.3,-999.0,1,74.63,0,16.81,0,VERY_CLOSE,1152.12,27.7,5,2153
4,Tatoooine,28.3,110.2,4816.82,7,104.68,3,94.37,4,VERY_CLOSE,1531.5,26.36,3,2154
8,Mordor,26.2,105.7,-999.0,7,124.34,1,-7.17,3,MEDIUM,506.33,34.13,7,2155
7,Tatoooine,23.7,109.3,14418.39,7,200.84,1,198.63,3,CLOSE,1530.45,32.51,1,2156
4,Hyrule,30.1,-999.0,4506.62,7,74.66,3,96.08,4,VERY_CLOSE,469.79,24.09,6,2157
2,Tatoooine,22.3,97.9,9265.12,7,92.71,1,23.71,2,VERY_CLOSE,376.72,24.67,6,2158
2,Hyrule,37.9,112.8,6789.04,7,296.89,1,73.92,1,VERY_CLOSE,720.59,22.7,4,2159
2,Hyrule,23.2,103.7,8812.61,7,162.82,1,16.37,3,CLOSE,266.03,22.78,6,2160
4,Tatoooine,29.3,101.0,4802.02,7,77.53,3,5.17,4,VERY_CLOSE,138.74,25.0,6,2161
4,Hyrule,36.2,103.3,-999.0,7,8.91,3,15.76,4,VERY_CLOSE,131.33,23.07,3,2162
8,Mordor,27.3,102.0,7655.21,7,75.33,1,0.0,3,VERY_CLOSE,100.15,31.39,1,2163
7,Tatoooine,35.2,114.5,5705.58,7,332.75,1,0.0,3,VERY_CLOSE,0.0,27.23,5,2164
7,Mordor,31.4,111.4,2750.11,7,165.95,1,31.2,3,CLOSE,408.55,33.92,7,2165
8,Tatoooine,30.1,110.4,7234.97,7,224.28,1,110.72,3,CLOSE,3662.45,33.81,7,2166
2,Hyrule,21.6,104.1,10448.15,7,170.95,1,81.92,1,VERY_CLOSE,902.8,23.53,4,2167
2,Hyrule,20.1,108.5,13087.51,7,184.16,3,64.34,4,VERY_CLOSE,370.67,21.65,4,2168
8,Tatoooine,20.6,104.8,9790.04,7,136.63,1,88.04,3,CLOSE,757.74,35.46,7,2169
6,Tatoooine,32.4,107.9,2379.95,1,37.45,0,-8.18,0,VERY_CLOSE,716.84,25.66,5,2170
4,Hyrule,40.5,102.7,10033.7,7,343.19,3,22.02,4,VERY_CLOSE,206.59,24.97,3,2171
2,Hyrule,37.4,106.0,7335.61,7,357.94,1,141.23,1,VERY_CLOSE,720.85,23.57,3,2172
8,Tatoooine,36.3,114.0,6930.92,7,269.47,0,1.98,0,MEDIUM,98.17,33.51,7,2173
4,Hyrule,35.8,109.3,5387.01,7,357.5,3,258.55,4,VERY_CLOSE,1895.91,24.97,3,2174
4,Hyrule,39.2,111.8,-999.0,7,348.35,3,136.22,4,VERY_CLOSE,949.48,23.43,3,2175
2,Hyrule,22.0,102.9,9322.16,7,139.63,1,9.31,1,VERY_CLOSE,102.98,21.89,4,2176
8,Tatoooine,10.4,75.7,21083.91,7,121.75,1,125.77,3,VERY_CLOSE,506.18,34.67,7,2177
4,Hyrule,33.4,98.9,-999.0,7,18.99,3,87.04,4,VERY_CLOSE,746.83,23.57,3,2178
4,Hyrule,25.0,87.7,-999.0,7,52.13,3,18.99,4,VERY_CLOSE,193.61,21.55,3,2179
2,Hyrule,13.9,98.8,16241.92,7,167.63,3,107.57,4,CLOSE,576.87,23.68,4,2180
4,Hyrule,27.4,94.9,13994.9,7,46.53,3,180.33,4,VERY_CLOSE,808.25,24.29,3,2181
4,Hyrule,32.8,96.0,13081.68,7,20.74,3,11.87,4,VERY_CLOSE,289.7,21.99,3,2182
7,Mordor,33.3,103.0,-999.0,7,350.72,1,13.51,3,VERY_CLOSE,300.71,31.06,1,2183
2,Hyrule,35.2,110.3,-999.0,7,251.33,1,60.21,3,VERY_CLOSE,548.83,21.16,3,2184
4,Hyrule,28.4,94.9,12004.91,7,42.68,3,95.95,4,VERY_CLOSE,1009.58,23.92,3,2185
4,Hyrule,42.0,103.2,19053.25,7,331.31,3,98.86,4,VERY_CLOSE,402.32,19.73,3,2186
4,Tatoooine,35.9,98.0,10828.14,7,2.99,3,10.9,4,CLOSE,102.24,26.43,6,2187
7,Mordor,33.2,110.5,-999.0,2,242.55,0,104.56,0,CLOSE,2289.61,32.17,1,2188
7,Mordor,14.3,94.3,14008.06,7,133.92,1,-12.13,3,CLOSE,1017.21,28.61,5,2189
7,Mordor,24.7,102.9,-999.0,7,112.83,1,0.97,3,FAR,687.37,26.73,2,2190
7,Tatoooine,28.7,106.2,9026.01,7,221.69,1,33.75,3,CLOSE,344.38,28.25,5,2191
4,Hyrule,38.2,103.0,11204.29,7,362.34,3,85.08,4,VERY_CLOSE,486.9,23.01,3,2192
8,Tatoooine,32.4,102.1,7296.64,7,24.57,1,25.22,3,VERY_CLOSE,490.81,31.96,7,2193
7,Tatoooine,32.7,106.3,3506.4,7,278.11,1,128.81,3,CLOSE,2540.41,33.08,1,2194
2,Hyrule,42.1,106.6,-999.0,7,320.88,3,25.05,4,VERY_CLOSE,200.63,19.63,3,2195
7,Mordor,34.2,110.8,4597.38,7,279.56,1,21.19,3,VERY_CLOSE,2528.39,32.98,2,2196
7,Tatoooine,23.7,97.8,11717.08,7,78.47,1,65.75,3,CLOSE,591.9,30.81,1,2197
6,Tatoooine,29.0,-999.0,3473.87,1,74.44,0,8.32,0,VERY_CLOSE,800.14,26.72,5,2198
7,Tatoooine,28.8,98.3,-999.0,7,50.89,1,5.75,3,CLOSE,99.12,32.52,1,2199
4,Tatoooine,26.3,103.9,14045.22,7,216.24,3,21.49,4,VERY_CLOSE,304.78,27.28,5,2200
4,Hyrule,33.4,104.9,8408.98,7,11.98,3,67.89,4,VERY_CLOSE,497.74,23.73,6,2201
7,Mordor,32.1,110.6,4881.4,2,255.25,0,49.78,0,CLOSE,970.65,33.46,7,2202
6,Hyrule,29.4,101.9,5797.7,1,68.97,0,0.0,0,VERY_CLOSE,0.0,19.51,4,2203
7,Mordor,29.8,108.4,5295.42,7,76.19,1,-6.08,3,CLOSE,798.38,32.19,1,2204
7,Mordor,29.3,101.4,6340.93,2,59.37,0,8.79,0,MEDIUM,192.21,32.58,7,2205
4,Tatoooine,25.1,98.3,10268.96,7,73.8,3,22.03,4,VERY_CLOSE,278.88,25.49,6,2206
4,Tatoooine,27.1,98.4,6893.22,7,70.58,3,4.95,4,CLOSE,226.9,25.36,6,2207
7,Mordor,21.8,99.6,-999.0,7,95.59,1,67.21,3,MEDIUM,1164.97,28.29,2,2208
5,Hyrule,36.2,106.1,9233.46,1,13.07,0,10.33,0,VERY_CLOSE,99.06,23.62,6,2209
4,Hyrule,41.5,98.7,13730.68,7,341.08,3,7.85,4,VERY_CLOSE,103.28,20.39,3,2210
4,Tatoooine,32.4,108.8,6658.12,7,36.69,3,0.0,4,VERY_CLOSE,0.0,24.7,6,2211
4,Mordor,30.7,106.2,4216.45,7,243.06,1,65.52,1,CLOSE,1130.03,27.93,2,2212
8,Tatoooine,40.1,106.9,11276.59,7,333.9,1,52.9,3,CLOSE,906.15,31.8,7,2213
4,Hyrule,30.1,96.2,9479.54,7,50.08,3,23.83,4,VERY_CLOSE,363.24,23.14,3,2214
7,Mordor,32.2,113.6,7931.65,2,247.6,2,82.48,3,MEDIUM,1245.95,31.06,1,2215
4,Hyrule,40.3,-999.0,13057.16,7,333.81,3,16.46,4,CLOSE,142.56,22.39,3,2216
7,Mordor,25.4,101.1,6246.56,7,106.44,1,105.27,3,CLOSE,1021.79,30.24,2,2217
7,Mordor,29.1,101.9,6664.1,2,72.75,2,184.82,3,VERY_CLOSE,1862.0,33.76,1,2218
2,Hyrule,18.9,98.5,10724.94,7,147.29,3,10.84,4,VERY_CLOSE,102.7,22.58,3,2219
7,Tatoooine,33.7,110.1,7176.15,7,246.73,1,33.3,2,CLOSE,759.45,27.52,2,2220
2,Hyrule,29.0,99.4,8353.4,7,47.53,1,64.84,1,VERY_CLOSE,800.17,24.1,3,2221
6,Hyrule,36.9,102.7,9316.96,1,1.01,0,0.0,0,VERY_CLOSE,0.0,20.0,4,2222
7,Tatoooine,34.2,104.4,10234.9,7,8.14,1,17.09,3,CLOSE,366.62,33.01,7,2223
4,Hyrule,41.2,107.2,14783.36,7,343.81,3,174.75,4,VERY_CLOSE,819.89,21.97,6,2224
4,Hyrule,31.1,102.8,6043.52,7,40.71,3,0.0,4,VERY_CLOSE,0.0,23.95,6,2225
2,Hyrule,29.1,102.9,-999.0,7,70.27,1,0.0,3,VERY_CLOSE,0.0,21.59,4,2226
4,Tatoooine,27.0,113.1,8642.8,7,209.24,3,47.38,4,CLOSE,809.71,27.33,5,2227
4,Tatoooine,28.5,98.2,7918.97,7,66.24,3,46.57,4,VERY_CLOSE,776.68,24.54,6,2228
2,Tatoooine,29.1,106.9,-999.0,7,127.32,1,16.3,2,CLOSE,1605.31,25.07,5,2229
2,Hyrule,22.0,104.8,12837.14,7,183.27,3,46.59,4,VERY_CLOSE,270.54,21.78,4,2230
5,Hyrule,33.4,106.0,-999.0,1,16.97,0,-6.27,0,VERY_CLOSE,95.13,23.04,6,2231
8,Tatoooine,27.5,-999.0,5499.85,7,103.69,1,-13.52,3,CLOSE,550.62,33.88,7,2232
4,Tatoooine,17.8,97.0,11263.5,7,141.12,3,96.86,4,VERY_CLOSE,617.5,28.46,5,2233
6,Tatoooine,31.3,104.8,3158.42,1,89.78,0,1.04,0,CLOSE,95.68,27.21,5,2234
8,Tatoooine,33.6,100.6,9110.68,7,22.74,1,29.66,3,MEDIUM,1440.38,32.7,7,2235
4,Hyrule,36.1,110.6,-999.0,7,357.37,3,103.06,4,CLOSE,1211.69,24.26,6,2236
8,Tatoooine,29.3,107.3,5600.64,7,221.45,1,143.95,3,CLOSE,3635.22,34.01,7,2237
7,Tatoooine,36.8,112.0,-999.0,7,274.62,1,55.62,3,VERY_CLOSE,840.56,32.91,7,2238
2,Hyrule,28.6,107.5,4599.08,7,129.5,3,0.0,4,VERY_CLOSE,0.0,22.05,4,2239
2,Hyrule,28.7,102.0,10156.22,7,46.57,1,210.72,3,VERY_CLOSE,1400.65,24.19,3,2240
7,Mordor,31.5,105.3,2811.93,7,84.79,1,11.09,3,CLOSE,204.84,27.98,5,2241
8,Tatoooine,31.6,105.3,2049.14,7,26.57,1,381.2,3,CLOSE,3127.81,38.49,7,2242
2,Hyrule,28.1,94.7,13273.76,7,44.76,3,202.45,4,VERY_CLOSE,986.55,21.65,6,2243
4,Hyrule,31.6,99.1,10067.86,7,37.41,3,51.58,4,VERY_CLOSE,715.75,22.5,6,2244
2,Hyrule,18.7,104.3,11891.73,7,161.65,1,-3.93,3,VERY_CLOSE,102.76,20.92,4,2245
7,Mordor,30.4,98.4,9469.23,7,42.71,1,174.14,3,CLOSE,1571.71,27.27,2,2246
7,Tatoooine,36.0,106.7,-999.0,2,305.64,0,-4.05,0,VERY_CLOSE,212.67,28.15,5,2247
7,Mordor,25.0,106.8,7277.35,2,113.84,2,92.23,3,CLOSE,1298.92,33.06,2,2248
2,Hyrule,23.5,102.2,8905.15,7,96.26,1,47.38,1,VERY_CLOSE,417.28,25.75,6,2249
8,Mordor,27.5,103.1,5248.78,7,78.45,1,22.01,3,CLOSE,1220.42,33.32,7,2250
7,Mordor,28.0,105.0,6627.71,2,186.61,2,13.46,3,CLOSE,430.88,32.23,1,2251
4,Mordor,28.1,110.9,3702.54,7,133.97,1,30.56,1,VERY_FAR,1288.51,28.58,2,2252
2,Hyrule,15.5,99.1,14119.83,7,147.6,3,26.42,4,VERY_CLOSE,189.75,20.54,4,2253
2,Hyrule,18.9,104.7,14213.82,7,177.1,3,27.91,4,CLOSE,221.25,21.77,4,2254
2,Tatoooine,15.2,91.0,13496.77,7,145.52,3,39.73,4,VERY_CLOSE,717.24,25.47,6,2255
7,Tatoooine,30.2,108.9,4455.49,7,181.74,1,4.0,3,CLOSE,287.77,33.42,1,2256
4,Tatoooine,21.9,99.2,-999.0,7,114.75,3,34.85,4,VERY_CLOSE,493.38,23.8,3,2257
8,Tatoooine,34.2,108.2,-999.0,7,355.64,1,52.56,3,VERY_CLOSE,1900.88,35.38,7,2258
7,Mordor,29.5,105.4,-999.0,7,215.46,1,43.92,3,VERY_CLOSE,1292.56,28.88,2,2259
7,Mordor,40.2,110.4,10000.88,7,286.35,1,74.46,3,CLOSE,1237.25,30.29,2,2260
7,Mordor,27.5,-999.0,6029.02,7,74.17,1,13.37,3,MEDIUM,1959.18,31.18,1,2261
6,Hyrule,28.8,110.5,3334.59,1,104.62,0,0.0,0,VERY_CLOSE,0.0,20.07,4,2262
7,Mordor,36.5,108.8,5038.1,7,309.48,1,129.32,3,MEDIUM,2420.67,30.8,2,2263
8,Tatoooine,30.7,98.3,-999.0,7,33.73,1,163.66,3,MEDIUM,1689.68,31.42,7,2264
7,Tatoooine,28.2,103.1,7347.55,7,65.5,1,8.82,3,VERY_CLOSE,131.66,27.28,5,2265
8,Tatoooine,31.4,106.1,-999.0,7,27.18,1,6.16,3,CLOSE,351.52,32.65,7,2266
2,Hyrule,30.6,99.6,-999.0,7,42.71,1,169.82,1,VERY_CLOSE,1407.46,25.24,6,2267
7,Mordor,22.2,98.8,8798.73,2,105.07,0,0.0,0,MEDIUM,1965.12,30.39,1,2268
7,Mordor,31.2,108.9,4049.58,7,43.06,1,51.88,3,CLOSE,1379.8,27.0,2,2269
7,Tatoooine,29.3,-999.0,6489.24,7,50.64,1,59.14,3,VERY_CLOSE,508.89,29.06,2,2270
4,Tatoooine,22.1,-999.0,10792.76,7,176.95,3,67.38,4,CLOSE,2213.25,27.63,5,2271
7,Tatoooine,36.0,111.2,7746.48,7,274.06,1,27.05,3,VERY_CLOSE,342.31,29.71,2,2272
4,Mordor,25.0,98.3,7132.61,7,123.35,1,41.7,1,CLOSE,912.77,29.83,2,2273
8,Tatoooine,22.8,104.7,13299.61,7,193.63,1,12.25,3,VERY_CLOSE,783.63,33.96,7,2274
4,Hyrule,23.0,91.1,15478.14,7,68.03,3,125.45,4,VERY_CLOSE,847.79,21.59,3,2275
2,Hyrule,40.7,109.4,11501.26,7,292.91,1,83.52,3,VERY_CLOSE,752.76,21.81,6,2276
2,Tatoooine,25.4,109.0,6415.64,7,174.9,3,0.0,4,VERY_CLOSE,0.0,26.01,3,2277
7,Tatoooine,28.3,-999.0,7764.75,7,201.5,1,15.53,3,MEDIUM,674.4,35.24,7,2278
2,Hyrule,35.2,102.6,8349.52,7,4.02,1,0.0,3,VERY_CLOSE,0.0,18.76,6,2279
4,Tatoooine,36.8,103.3,7129.58,7,351.19,3,97.53,4,VERY_CLOSE,1808.34,27.54,5,2280
4,Hyrule,36.0,-999.0,10237.97,7,5.88,3,167.36,4,VERY_CLOSE,1129.89,22.67,3,2281
6,Hyrule,31.2,110.8,-999.0,1,103.96,0,0.0,0,VERY_CLOSE,0.0,21.64,4,2282
4,Hyrule,28.0,100.3,10108.61,7,53.97,3,16.38,4,VERY_CLOSE,95.21,24.09,6,2283
2,Hyrule,20.1,100.4,11181.16,7,180.6,3,144.4,4,CLOSE,964.86,24.37,4,2284
7,Tatoooine,35.7,108.5,4680.48,2,294.46,0,19.27,0,VERY_CLOSE,585.34,29.47,2,2285
5,Hyrule,30.3,108.5,1986.88,1,105.61,0,0.0,0,VERY_CLOSE,0.0,20.18,4,2286
4,Tatoooine,24.7,107.4,9286.63,7,176.97,3,32.04,4,CLOSE,505.11,26.02,3,2287
8,Mordor,24.7,100.2,-999.0,7,97.15,1,-2.0,3,MEDIUM,209.16,31.87,7,2288
8,Tatoooine,34.1,111.9,7379.82,7,237.09,1,195.82,3,VERY_CLOSE,2403.46,32.47,7,2289
8,Tatoooine,30.5,101.3,9145.69,7,44.8,1,191.93,3,MEDIUM,1892.96,34.95,7,2290
7,Mordor,30.3,107.6,-999.0,7,210.23,1,15.69,3,VERY_CLOSE,909.25,27.89,5,2291
8,Mordor,25.7,99.9,6698.63,7,108.4,1,0.0,3,MEDIUM,322.7,31.42,7,2292
8,Mordor,22.0,105.2,9289.87,7,154.0,1,43.32,3,MEDIUM,905.07,34.71,7,2293
7,Tatoooine,35.7,106.7,-999.0,7,320.16,1,13.36,3,CLOSE,438.5,34.14,1,2294
7,Mordor,24.6,109.4,8106.19,7,161.02,1,-21.19,3,VERY_CLOSE,202.31,28.51,5,2295
4,Hyrule,27.6,101.8,9311.05,7,72.0,3,70.83,4,VERY_CLOSE,888.35,23.14,3,2296
7,Tatoooine,24.5,107.6,8078.75,7,169.1,1,78.29,3,CLOSE,1367.0,31.62,1,2297
4,Tatoooine,36.1,99.3,10932.34,7,16.03,3,-4.02,4,CLOSE,446.89,28.65,6,2298
2,Tatoooine,30.4,106.1,11546.52,7,232.08,3,87.78,4,VERY_CLOSE,567.89,26.04,3,2299
4,Hyrule,28.9,101.4,4041.41,7,131.51,3,0.0,4,VERY_CLOSE,0.0,23.37,4,2300
4,Mordor,27.4,-999.0,4683.13,7,133.24,1,22.83,1,VERY_FAR,445.73,26.61,2,2301
4,Hyrule,36.4,99.0,11155.91,7,349.91,3,23.18,4,VERY_CLOSE,281.71,22.14,6,2302
7,Mordor,34.6,98.3,-999.0,7,17.1,1,112.12,3,CLOSE,826.78,29.05,2,2303
2,Tatoooine,32.9,114.2,12419.9,7,235.56,3,-44.56,4,VERY_CLOSE,1409.7,26.83,2,2304
8,Tatoooine,28.5,92.7,11272.44,7,46.34,1,34.69,3,CLOSE,697.43,31.65,1,2305
4,Tatoooine,32.6,100.9,9078.17,7,21.27,3,35.4,4,VERY_CLOSE,685.21,28.29,5,2306
8,Mordor,28.3,105.9,-999.0,7,109.24,1,82.79,3,CLOSE,1558.73,31.78,7,2307
2,Tatoooine,25.5,107.4,6112.99,7,161.19,1,0.0,2,VERY_CLOSE,0.0,25.43,3,2308
4,Hyrule,42.8,110.4,-999.0,7,314.24,3,81.78,4,VERY_CLOSE,618.96,22.09,3,2309
2,Tatoooine,29.1,110.6,6738.21,7,200.17,3,19.65,4,VERY_CLOSE,498.42,28.29,3,2310
2,Hyrule,34.9,110.3,5934.25,7,330.56,1,103.17,1,VERY_CLOSE,992.45,23.9,6,2311
7,Mordor,40.8,105.8,10004.92,7,341.97,1,45.29,3,CLOSE,383.44,27.6,2,2312
7,Tatoooine,28.1,108.3,4622.31,7,187.73,1,47.49,3,VERY_CLOSE,696.35,26.55,1,2313
7,Mordor,22.6,97.3,8473.23,7,110.98,1,143.7,3,CLOSE,808.8,28.53,5,2314
2,Hyrule,36.1,107.8,5202.02,7,336.15,1,93.43,2,VERY_CLOSE,1090.69,23.55,6,2315
4,Hyrule,31.0,97.0,12110.34,7,36.89,3,1.04,4,VERY_CLOSE,100.61,23.55,4,2316
2,Hyrule,20.7,104.6,10949.07,7,153.27,1,155.32,1,VERY_CLOSE,1301.79,23.72,4,2317
2,Hyrule,24.2,101.3,7668.8,7,109.74,1,-17.12,2,VERY_CLOSE,714.66,24.35,3,2318
4,Tatoooine,28.9,105.9,8184.36,7,198.33,3,124.09,4,VERY_CLOSE,795.9,28.77,5,2319
2,Hyrule,19.2,103.9,14282.09,7,190.36,3,12.21,4,VERY_CLOSE,96.16,22.03,4,2320
2,Hyrule,21.9,104.3,9319.04,7,177.82,1,181.06,1,CLOSE,1196.07,23.6,4,2321
7,Mordor,31.4,104.5,-999.0,2,182.94,0,29.28,0,MEDIUM,1158.48,33.82,1,2322
2,Tatoooine,36.4,113.2,10184.06,7,277.65,3,79.35,4,CLOSE,834.66,25.45,3,2323
2,Hyrule,19.7,99.4,-999.0,7,181.02,3,9.88,4,VERY_CLOSE,102.19,21.37,4,2324
7,Tatoooine,30.7,109.1,4772.6,2,57.12,0,6.73,0,VERY_CLOSE,96.83,31.9,1,2325
7,Tatoooine,35.3,105.2,-999.0,7,9.97,1,12.47,3,VERY_CLOSE,307.59,30.76,2,2326
4,Tatoooine,17.2,99.7,12461.1,7,137.52,3,10.57,4,VERY_CLOSE,304.29,24.95,6,2327
2,Hyrule,24.1,102.5,7870.24,7,113.49,1,36.15,1,VERY_CLOSE,519.52,23.93,3,2328
7,Tatoooine,34.4,105.0,7449.61,7,10.14,1,141.28,3,VERY_CLOSE,1420.43,30.22,2,2329
4,Tatoooine,28.3,112.2,10094.17,7,217.55,3,34.59,4,CLOSE,715.65,26.68,2,2330
4,Mordor,29.8,110.9,-999.0,7,203.72,1,50.54,1,MEDIUM,638.11,28.68,2,2331
8,Mordor,35.8,106.4,5927.86,7,338.69,1,75.42,3,CLOSE,1709.22,34.58,1,2332
4,Hyrule,40.0,102.9,-999.0,7,319.93,3,12.5,4,VERY_CLOSE,102.43,19.43,3,2333
6,Hyrule,32.8,101.8,9228.6,1,21.23,0,0.0,0,VERY_CLOSE,0.0,22.0,4,2334
4,Hyrule,34.5,91.0,16111.59,7,18.02,3,146.63,4,VERY_CLOSE,812.84,22.97,3,2335
2,Hyrule,28.7,107.9,4258.46,7,93.99,1,122.45,2,VERY_CLOSE,1398.31,23.74,3,2336
2,Hyrule,39.7,112.0,-999.0,7,335.74,1,105.98,1,VERY_CLOSE,906.68,26.52,6,2337
2,Hyrule,20.1,98.8,10047.38,7,123.42,3,57.99,4,VERY_CLOSE,548.93,20.28,3,2338
2,Tatoooine,30.3,108.4,-999.0,7,210.1,3,146.26,4,VERY_CLOSE,1102.92,25.7,3,2339
7,Tatoooine,29.5,107.0,7304.85,7,45.64,1,235.17,3,CLOSE,3342.46,33.41,7,2340
2,Hyrule,37.3,110.5,8755.42,7,338.78,1,121.71,3,VERY_CLOSE,840.41,21.73,3,2341
8,Tatoooine,24.2,108.9,8427.99,7,167.45,1,168.15,3,MEDIUM,1055.82,34.66,7,2342
2,Hyrule,15.3,97.8,14132.21,7,154.59,3,65.86,4,VERY_CLOSE,393.82,21.59,4,2343
8,Tatoooine,25.0,103.5,7386.85,7,119.61,0,0.0,0,VERY_CLOSE,0.0,33.6,7,2344
7,Tatoooine,33.4,109.0,-999.0,7,27.64,1,84.83,3,CLOSE,1033.71,28.97,6,2345
2,Hyrule,31.7,107.9,3774.72,7,39.43,3,-4.02,4,VERY_CLOSE,95.03,21.72,4,2346
2,Hyrule,30.5,115.3,6899.93,7,208.53,3,36.44,4,VERY_CLOSE,394.04,19.38,3,2347
4,Mordor,31.3,112.1,5319.15,7,220.71,1,57.52,1,VERY_FAR,1424.79,30.76,1,2348
4,Hyrule,28.3,100.5,9796.24,7,62.17,3,1.04,4,VERY_CLOSE,848.96,24.59,6,2349
2,Hyrule,26.4,102.4,6532.91,7,125.33,1,156.96,1,VERY_CLOSE,1281.1,24.06,4,2350
8,Tatoooine,32.8,108.5,3611.13,7,359.99,1,-1.94,3,MEDIUM,142.27,33.2,7,2351
7,Mordor,39.1,113.6,9334.03,7,317.65,1,112.97,3,CLOSE,1798.29,29.99,1,2352
7,Mordor,15.1,92.6,14234.79,7,133.39,1,37.63,3,CLOSE,320.2,27.78,5,2353
2,Hyrule,29.3,107.8,6267.68,7,219.57,1,106.55,1,VERY_CLOSE,1320.16,25.4,6,2354
7,Tatoooine,36.3,113.1,7169.52,2,332.06,0,10.18,0,CLOSE,194.04,30.8,1,2355
8,Mordor,29.2,-999.0,4644.69,7,173.44,1,9.79,3,CLOSE,317.24,31.34,7,2356
4,Hyrule,31.6,96.6,12503.1,7,35.35,3,193.3,4,VERY_CLOSE,1110.43,22.51,3,2357
7,Mordor,18.4,93.4,13066.41,7,94.45,1,161.16,3,CLOSE,1221.42,29.59,5,2358
7,Mordor,24.4,96.8,8084.0,7,105.86,1,-12.56,3,VERY_CLOSE,212.18,28.24,1,2359
2,Hyrule,33.4,106.7,4956.29,7,255.07,1,53.3,2,VERY_CLOSE,687.86,22.76,3,2360
7,Tatoooine,20.3,93.9,10477.44,7,107.1,1,39.51,3,VERY_CLOSE,403.9,25.98,2,2361
8,Tatoooine,9.8,82.6,17381.54,7,122.56,1,190.58,3,VERY_CLOSE,671.4,33.11,7,2362
7,Mordor,27.1,105.4,4748.2,7,114.37,1,22.76,3,VERY_FAR,410.62,28.66,1,2363
4,Hyrule,19.4,95.4,13299.9,7,96.48,3,128.4,4,VERY_CLOSE,1233.61,24.7,3,2364
7,Mordor,18.2,99.5,12033.06,7,157.47,1,108.21,3,VERY_CLOSE,910.63,27.02,5,2365
6,Tatoooine,31.8,110.8,2798.62,1,111.57,0,0.0,0,MEDIUM,0.0,25.58,6,2366
2,Hyrule,22.9,106.6,9640.06,7,170.31,1,181.31,1,CLOSE,1178.03,24.93,4,2367
7,Mordor,35.6,115.8,-999.0,7,296.96,1,57.65,3,MEDIUM,1959.95,29.59,2,2368
7,Mordor,28.2,100.3,4565.55,2,92.94,0,3.12,0,CLOSE,98.33,30.39,2,2369
2,Hyrule,26.8,112.6,4617.33,7,159.02,1,13.74,1,CLOSE,410.55,25.85,3,2370
2,Hyrule,38.1,117.3,9023.8,7,287.09,1,4.19,2,VERY_CLOSE,1430.07,23.38,4,2371
7,Tatoooine,26.6,106.1,-999.0,2,89.59,2,-10.8,3,VERY_CLOSE,569.83,31.54,1,2372
2,Hyrule,35.3,107.3,5239.06,7,11.01,1,8.31,1,CLOSE,193.78,25.48,3,2373
7,Tatoooine,37.4,111.9,6445.69,7,286.51,1,9.05,3,VERY_CLOSE,102.31,27.4,5,2374
2,Hyrule,14.5,96.1,-999.0,7,167.9,3,100.19,4,CLOSE,515.27,23.57,4,2375
4,Tatoooine,31.0,99.5,-999.0,7,33.09,3,11.28,4,VERY_CLOSE,94.49,24.16,6,2376
4,Hyrule,41.4,100.4,-999.0,7,354.26,3,124.7,4,CLOSE,731.23,22.38,3,2377
8,Tatoooine,32.6,108.8,6226.52,7,35.18,1,123.11,3,CLOSE,2051.37,32.88,7,2378
6,Mordor,30.2,104.9,4307.43,7,85.09,1,9.53,2,FAR,499.56,23.83,5,2379
